numero,nombre,estado,latitud,longitud
01009,LA LABOR (SMN),AGUASCALIENTES,21.96222222,-102.6947222
01010,LA TINAJA,AGUASCALIENTES,22.16444444,-102.5541667
01007,JESUS MARIA (SMN),AGUASCALIENTES,21.96222222,-102.3447222
01024,SAN ISIDRO,AGUASCALIENTES,21.77861111,-102.1038889
01003,CALVILLO (SMN),AGUASCALIENTES,21.88333333,-102.7188889
01016,GANADERIA PEÑUELAS,AGUASCALIENTES,21.71055556,-102.2822222
01021,RANCHO VIEJO,AGUASCALIENTES,22.12333333,-102.5111111
01012,PRESA MEDIA LUNA,AGUASCALIENTES,21.79444444,-102.8016667
01005,PRESA EL NIAGARA,AGUASCALIENTES,21.78055556,-102.3716667
01015,PALO ALTO,AGUASCALIENTES,21.91638889,-101.9694444
01036,SANTA ROSA,AGUASCALIENTES,21.81666667,-102.3
01020,PRESA LA CODORNIZ,AGUASCALIENTES,21.99666667,-102.6741667
01029,ASIENTOS,AGUASCALIENTES,22.23972222,-102.0888889
01027,VENADERO (DGE),AGUASCALIENTES,21.87722222,-102.4633333
01019,PRESA JOCOQUE,AGUASCALIENTES,22.12805556,-102.3594444
01025,SAN FRANCISCO DE LOS ROMO (SMN),AGUASCALIENTES,22.07722222,-102.2711111
01035,SAN FRANCISCO DE LOS VIVEROS,AGUASCALIENTES,21.91194444,-102.13
01032,LAS FRAGUAS,AGUASCALIENTES,22.03916667,-101.8925
01031,EL NOVILLO,AGUASCALIENTES,22.01888889,-101.9991667
01006,EL TULE (SMN),AGUASCALIENTES,22.08166667,-102.0913889
01004,CAÑADA HONDA,AGUASCALIENTES,22.00083333,-102.1988889
01013,MESILLAS,AGUASCALIENTES,22.31333333,-102.1658333
01026,TEPEZALA,AGUASCALIENTES,22.22361111,-102.1688889
01008,PUERTO DE LA CONCEPCION,AGUASCALIENTES,22.20277778,-102.135
01022,SAN BARTOLO,AGUASCALIENTES,21.74805556,-102.1702778
01023,CALVILLO (DGE),AGUASCALIENTES,21.83666667,-102.7116667
01014,PABELLON CAMPO EXPERIMENTAL,AGUASCALIENTES,22.16694444,-102.2927778
01043,E.T.A. 127 AGUASCALIENTES,AGUASCALIENTES,21.88333333,-102.3
01047,AGUA ZARCA,AGUASCALIENTES,21.97416667,-102.5844444
01001,AGUASCALIENTES (OBS),AGUASCALIENTES,21.85027778,-102.2908333
01028,VILLA JUAREZ,AGUASCALIENTES,22.10083333,-102.0677778
01034,SANDOVALES,AGUASCALIENTES,21.885,-102.1091667
01063,PEÑUELAS (SMN),AGUASCALIENTES,21.725,-102.275
01011,MALPASO,AGUASCALIENTES,21.86,-102.6638889
01033,LOS CONOS,AGUASCALIENTES,21.89777778,-101.9925
01018,PRESA PLUTARCO ELIAS CALLES,AGUASCALIENTES,22.14138889,-102.4152778
01045,EL TULE (DGE),AGUASCALIENTES,22.08305556,-102.0911111
01017,PRESA POTRERILLOS,AGUASCALIENTES,22.23277778,-102.4436111
01046,LA LABOR (DGE),AGUASCALIENTES,21.96444444,-102.6972222
01076,LOS NEGRITOS,AGUASCALIENTES,21.87055556,-102.3491667
01073,LA TINAJA,AGUASCALIENTES,21.80944444,-102.1297222
01077,EL OCOTE,AGUASCALIENTES,21.78277778,-102.5175
01041,PABELLON DE ARTEAGA (SMN),AGUASCALIENTES,22.15,-102.2833333
01057,VENADERO (SMN),AGUASCALIENTES,21.8725,-102.4666667
01078,EL OCOTE,AGUASCALIENTES,21.89027778,-102.8325
01079,PEÑUELAS (DGE),AGUASCALIENTES,21.72583333,-102.2722222
01085,TEPETATILLO,AGUASCALIENTES,22.09111111,-102.1813889
01075,MONTORO,AGUASCALIENTES,21.75722222,-102.3022222
01062,ARELLANO,AGUASCALIENTES,21.80194444,-102.2730556
01084,SAN GIL,AGUASCALIENTES,22.20833333,-102.0222222
01030,AGUASCALIENTES,AGUASCALIENTES,21.89555556,-102.3086111
01094,EL CHAYOTE,AGUASCALIENTES,22.28611111,-102.2358333
01074,CIENEGUILLA,AGUASCALIENTES,21.73111111,-102.4527778
01095,MILPILLAS DE ARRIBA,AGUASCALIENTES,21.935,-102.5508333
01091,LOS ALISOS,AGUASCALIENTES,21.74222222,-102.7169444
01080,PRESA CANUTILLO,AGUASCALIENTES,21.8375,-102.5222222
01090,JESUS MARIA (DGE),AGUASCALIENTES,21.96222222,-102.3505556
01104,ABELARDO L. RODRIGUEZ,AGUASCALIENTES,21.91444444,-102.4286111
01106,LA PRIMAVERA,AGUASCALIENTES,21.95861111,-102.4758333
01081,RANCHO SECO,AGUASCALIENTES,22.08833333,-101.9672222
01105,LOS CUARTOS,AGUASCALIENTES,21.98638889,-102.35
01103,ALAMITOS CAMPAMENTO,AGUASCALIENTES,22.1775,-102.5861111
01082,RINCON DE ROMOS,AGUASCALIENTES,22.23111111,-102.3152778
01099,JESUS TERAN (EL MUERTO),AGUASCALIENTES,21.97583333,-102.0619444
01098,LA POSTA U.A.A.,AGUASCALIENTES,21.9725,-102.3625
01089,PRESA 50 ANIVERSARIO,AGUASCALIENTES,22.18861111,-102.4641667
01097,AGUASCALIENTES II,AGUASCALIENTES,21.90555556,-102.265
01101,LAS PRESAS,AGUASCALIENTES,21.90916667,-102.0869444
01088,COSIO,AGUASCALIENTES,22.36277778,-102.2969444
01096,CALVILLITO,AGUASCALIENTES,21.83527778,-102.1825
01108,ARROYO HONDO  (CYCNA),AGUASCALIENTES,22.1825,-102.2077778
01102,PABELLON DE ARTEAGA (DGE),AGUASCALIENTES,22.14722222,-102.2791667
01083,SAN FRANCISCO DE LOS ROMO (DGE),AGUASCALIENTES,22.07888889,-102.2730556
02002,BAHIA DE LOS ANGELES,BAJA CALIFORNIA,28.60388889,-113.5561111
02001,AGUA CALIENTE,BAJA CALIFORNIA,32.1075,-116.4541667
02006,CHAPALA,BAJA CALIFORNIA,29.48805556,-114.3638889
02010,COMPOSTELA,BAJA CALIFORNIA,31.78333333,-115.7666667
02009,COLONIA JUAREZ,BAJA CALIFORNIA,32.29861111,-115.0161111
02019,EL COMPADRE,BAJA CALIFORNIA,32.3375,-116.2541667
02003,BATAQUEZ,BAJA CALIFORNIA,32.55111111,-115.0688889
02007,CERRO PRIETO (CFE),BAJA CALIFORNIA,32.43805556,-115.3875
02008,COLONIA GUERRERO,BAJA CALIFORNIA,30.71666667,-115.9833333
02013,EJIDO PLAN NACIONAL AGRARIO,BAJA CALIFORNIA,30.67,-115.1311111
02017,PLANTA DE BOMBEO ROSARITO,BAJA CALIFORNIA,32.32777778,-117.0472222
02027,ISLA CEDROS,BAJA CALIFORNIA,28.135,-115.175
02004,IGNACIO ZARAGOZA -BELEN-,BAJA CALIFORNIA,32.19527778,-116.4855556
02029,LA PROVIDENCIA,BAJA CALIFORNIA,30.96861111,-116.1566667
02012,EJIDO JOSE MARIA MORELOS,BAJA CALIFORNIA,28.3,-114.0258333
02024,EL TESTERAZO,BAJA CALIFORNIA,32.29638889,-116.5344444
02011,DELTA,BAJA CALIFORNIA,32.35305556,-115.1891667
02015,EL ARCO,BAJA CALIFORNIA,28.02861111,-113.3963889
02023,EL SOCORRO,BAJA CALIFORNIA,30.32055556,-115.8205556
02016,EL BARRIL,BAJA CALIFORNIA,28.3025,-112.8783333
02042,ROSARITO,BAJA CALIFORNIA,32.28777778,-117.0019444
02033,MEXICALI (DGE),BAJA CALIFORNIA,32.66333333,-115.4677778
02026,ISLA GUADALUPE (OBS),BAJA CALIFORNIA,29.02,-118.2780556
02021,EL PINAL,BAJA CALIFORNIA,32.18333333,-116.2916667
02037,PRESA MORELOS,BAJA CALIFORNIA,32.71527778,-114.7288889
02032,LAS ESCOBAS,BAJA CALIFORNIA,30.57944444,-115.9377778
02030,LA PUERTA,BAJA CALIFORNIA,32.54388889,-116.6783333
02049,SAN JUAN DE DIOS NORTE,BAJA CALIFORNIA,32.1325,-116.165
02022,EL ROSARIO,BAJA CALIFORNIA,30.05944444,-115.7233333
02040,RANCHO ALEGRE,BAJA CALIFORNIA,28.22861111,-113.7552778
02025,ENSENADA (OBS),BAJA CALIFORNIA,31.85777778,-116.6058333
02048,SAN JOSE,BAJA CALIFORNIA,31.06666667,-115.5833333
02044,SAN BORJA,BAJA CALIFORNIA,28.73527778,-113.7525
02014,EL ALAMO,BAJA CALIFORNIA,31.59333333,-116.0544444
02005,BOQUILLA SANTA ROSA DE LA MISION,BAJA CALIFORNIA,32.02166667,-116.7769444
02043,SAN AGUSTIN,BAJA CALIFORNIA,29.9375,-114.9669444
02035,OJOS NEGROS,BAJA CALIFORNIA,31.91166667,-116.2647222
02054,SAN RAFAEL,BAJA CALIFORNIA,31.03333333,-115.9833333
02036,OLIVARES MEXICANOS,BAJA CALIFORNIA,32.04916667,-116.6808333
02052,SAN LUIS GONZAGA,BAJA CALIFORNIA,30.08333333,-114.6166667
02062,SANTA ISABEL,BAJA CALIFORNIA,31.87111111,-115.8172222
02041,NUEVO ROSARITO,BAJA CALIFORNIA,28.63444444,-114.0172222
02046,SAN FELIPE,BAJA CALIFORNIA,31.0275,-114.8352778
02034,MEXICALI (SMN),BAJA CALIFORNIA,32.55,-115.4666667
02020,EL MAYOR,BAJA CALIFORNIA,32.1275,-115.2780556
02051,SAN LUIS BAJA CALIFORNIA,BAJA CALIFORNIA,29.72722222,-114.7108333
02031,LA RUMOROSA,BAJA CALIFORNIA,32.54861111,-116.0463889
02070,VALLE REDONDO,BAJA CALIFORNIA,32.51777778,-116.7561111
02066,LAGUNA HANSON A. SIERRA DE JUAREZ,BAJA CALIFORNIA,32.00361111,-115.9483333
02050,SAN JUAN DE DIOS SUR,BAJA CALIFORNIA,30.18444444,-115.1375
02067,TEPIC,BAJA CALIFORNIA,31.15833333,-115.7205556
02076,LAS PALOMAS,BAJA CALIFORNIA,28.21833333,-113.0844444
02058,SANTA CATARINA SUR,BAJA CALIFORNIA,29.72194444,-115.1302778
02059,SANTA CLARA,BAJA CALIFORNIA,31.08055556,-115.2861111
02073,TIJUANA (CFE),BAJA CALIFORNIA,32.52416667,-117.0741667
02057,SANTA CATARINA NORTE,BAJA CALIFORNIA,31.65722222,-115.8238889
02053,SAN MIGUEL,BAJA CALIFORNIA,28.58333333,-113.95
02045,SAN CARLOS,BAJA CALIFORNIA,31.78527778,-116.4636111
02055,SAN TELMO,BAJA CALIFORNIA,30.95,-116.1
02039,PUNTA PRIETA,BAJA CALIFORNIA,29.15833333,-114.1458333
02038,PRESA RODRIGUEZ,BAJA CALIFORNIA,32.44694444,-116.9077778
02061,SANTA GERTRUDIS,BAJA CALIFORNIA,28.075,-113.0916667
02060,SANTA CRUZ,BAJA CALIFORNIA,30.87861111,-115.6277778
02075,SANTA GERTRUDIS MISION,BAJA CALIFORNIA,28.05055556,-113.3997222
02063,SANTA MARIA DEL MAR,BAJA CALIFORNIA,30.40166667,-115.8883333
02079,EL ALAMAR,BAJA CALIFORNIA,31.83555556,-116.2038889
02087,EJIDO DOCTOR OVIEDO MOTA,BAJA CALIFORNIA,32.22888889,-115.1694444
02069,VALLE DE LAS PALMAS,BAJA CALIFORNIA,32.37027778,-116.6536111
02047,SAN FERNANDO,BAJA CALIFORNIA,29.98333333,-115.2333333
02064,SANTO DOMINGO,BAJA CALIFORNIA,31.63333333,-116.3769444
02085,SAN REGIS,BAJA CALIFORNIA,28.59722222,-113.7547222
02094,EL FARITO,BAJA CALIFORNIA,31.98333333,-116.6666667
02088,EJIDO HEROES DE LA INDEPENDENCIA,BAJA CALIFORNIA,31.61027778,-115.9375
02086,EJIDO JACUME,BAJA CALIFORNIA,32.59055556,-116.1916667
02092,EJIDO SAN MATIAS,BAJA CALIFORNIA,31.33138889,-115.5436111
02056,SAN VICENTE,BAJA CALIFORNIA,31.32916667,-116.2477778
02071,COLONIA VALLE DE LA TRINIDAD,BAJA CALIFORNIA,31.35583333,-115.6963889
02093,EJIDO VALLE DE LA TRINIDAD,BAJA CALIFORNIA,32.35611111,-115.7488889
02089,EJIDO EMILIO LOPEZ ZAMORA,BAJA CALIFORNIA,31.10416667,-116.1683333
02100,EJIDO LEANDRO VALLE,BAJA CALIFORNIA,31.26666667,-115.7666667
02077,LA MISION,BAJA CALIFORNIA,32.10194444,-116.8111111
02095,LA BOCANA DE SANTO TOMAS,BAJA CALIFORNIA,29.86666667,-115.0
02105,SAN PEDRO MARTIR (PARQUE NACIONAL),BAJA CALIFORNIA,30.96888889,-115.5816667
02097,LAGUNA SALADA,BAJA CALIFORNIA,32.22388889,-115.6905556
02091,EJIDO IGNACIO  LOPEZ RAYON,BAJA CALIFORNIA,31.28777778,-116.2644444
02099,RANCHO LOS ALGODONES,BAJA CALIFORNIA,30.78138889,-115.175
02101,EL CENTINELA,BAJA CALIFORNIA,32.57527778,-115.7419444
02106,MANEADERO,BAJA CALIFORNIA,31.69555556,-116.5727778
02078,RANCHO P. P. CUCHUMA,BAJA CALIFORNIA,32.56888889,-116.6611111
02102,LA VENTANA,BAJA CALIFORNIA,31.43972222,-115.0536111
02107,PERCEBU,BAJA CALIFORNIA,30.88555556,-114.7791667
02065,SANTO TOMAS,BAJA CALIFORNIA,31.79194444,-116.4061111
02090,EJIDO ERENDIRA,BAJA CALIFORNIA,31.27527778,-116.3686111
02119,CANCIO,BAJA CALIFORNIA,32.30972222,-116.6
02072,PRESA EMILIO LOPEZ ZAMORA,BAJA CALIFORNIA,31.89583333,-115.5972222
02109,SANTA ROSALITA,BAJA CALIFORNIA,28.66805556,-114.2369444
02118,VALLE DE SAN RAFAEL,BAJA CALIFORNIA,31.91888889,-116.2341667
02111,EJIDO NUEVO BAJA CALIFORNIA,BAJA CALIFORNIA,30.51722222,-115.9313889
02121,EL HONGO,BAJA CALIFORNIA,32.51638889,-116.3027778
02120,EJIDO MEXICO,BAJA CALIFORNIA,31.07222222,-116.2061111
02104,El CIPRES,BAJA CALIFORNIA,31.79027778,-116.5880556
02122,REAL DEL CASTILLO VIEJO,BAJA CALIFORNIA,31.95138889,-116.7458333
02131,EJIDO RUBEN JARAMILLO,BAJA CALIFORNIA,30.92361111,-116.1275
02134,EJIDO CUERNAVACA,BAJA CALIFORNIA,32.56166667,-115.3055556
02132,EJIDO ZARAHEMILA,BAJA CALIFORNIA,30.69027778,-116.0063889
02068,TIJUANA,BAJA CALIFORNIA,32.525,-117.0416667
02143,EJIDO PLAN LIBERTADOR,BAJA CALIFORNIA,32.4,-117.0
02142,EJIDO GUADALAJARA,BAJA CALIFORNIA,32.54777778,-114.8786111
02084,EL PROGRESO,BAJA CALIFORNIA,29.9675,-115.1908333
02140,COLONIA ZARAGOZA,BAJA CALIFORNIA,32.61027778,-115.5311111
02096,LA CALENTURA,BAJA CALIFORNIA,31.27027778,-116.0369444
02149,PUERTECITOS,BAJA CALIFORNIA,30.36722222,-114.8083333
02138,COLONIA SIETE,BAJA CALIFORNIA,32.53,-115.4111111
02150,PUNTA FINAL,BAJA CALIFORNIA,29.7375,-114.31
02139,COLONIA RODRIGUEZ,BAJA CALIFORNIA,32.41861111,-115.0361111
02124,EL CARRIZO II,BAJA CALIFORNIA,32.49055556,-116.6838889
02146,COLONIA SAN PEDRO MARTIR,BAJA CALIFORNIA,31.0375,-115.2041667
02162,CAMALAJUE,BAJA CALIFORNIA,29.68333333,-114.1666667
02152,EJIDO JOSE MARIA PINO SUAREZ,BAJA CALIFORNIA,32.37277778,-116.0680556
02151,AGUA DE CHALE,BAJA CALIFORNIA,30.63805556,-114.75
02110,GUAYAQUIL,BAJA CALIFORNIA,29.96722222,-115.0969444
02114,EJIDO CARMEN SERDAN,BAJA CALIFORNIA,32.24361111,-116.5844444
02141,COMPUERTA BENASSINI,BAJA CALIFORNIA,32.57027778,-115.1108333
02167,RANCHO MELING,BAJA CALIFORNIA,30.97305556,-115.7452778
02166,SAN PEDRO MARTIR (OBS. ASTRON.),BAJA CALIFORNIA,31.04416667,-115.4588889
02160,EJIDO JAMAU,BAJA CALIFORNIA,31.50277778,-115.725
02136,AGUA HECHICERA,BAJA CALIFORNIA,32.53694444,-116.62
02165,MESA DE SAN JACINTO,BAJA CALIFORNIA,30.88444444,-116.1236111
02154,COLONIA ZACATECAS,BAJA CALIFORNIA,32.06027778,-115.0594444
02168,LOMA TOVA,BAJA CALIFORNIA,32.541028,-116.417
02144,ENSENADA BLANCA,BAJA CALIFORNIA,28.41055556,-113.8638889
02156,EL FLORIDO,BAJA CALIFORNIA,32.47222222,-116.8211111
02163,EJIDO NUEVO LEON (OBS),BAJA CALIFORNIA,32.41277778,-115.1919444
02164,EJIDO EL PORVENIR,BAJA CALIFORNIA,32.10638889,-115.8522222
02148,SAN FELIPE (OBS),BAJA CALIFORNIA,31.02916667,-114.8394444
02108,PUNTA BANDA,BAJA CALIFORNIA,31.71388889,-116.6661111
02137,COLONIA MARIANA,BAJA CALIFORNIA,32.25861111,-115.3222222
02145,RANCHO WILLIAMS,BAJA CALIFORNIA,32.62444444,-114.8777778
02153,EJIDO URUAPAN,BAJA CALIFORNIA,31.61861111,-116.455
03001,AEROPUERTO VIEJO,BAJA CALIFORNIA SUR,24.15,-110.2833333
03010,EL ALAMO,BAJA CALIFORNIA SUR,27.1,-112.9333333
03021,LA AGUJA,BAJA CALIFORNIA SUR,23.98333333,-110.8833333
03017,EL TABLON,BAJA CALIFORNIA SUR,27.76666667,-113.35
03004,BUENAVISTA DE LORETO,BAJA CALIFORNIA SUR,25.12083333,-111.8133333
03006,CADEGE,BAJA CALIFORNIA SUR,26.37611111,-112.5125
03023,LAGUNILLAS,BAJA CALIFORNIA SUR,24.02166667,-110.3552778
03016,EL ROSARITO,BAJA CALIFORNIA SUR,26.76416667,-112.4186111
03007,CADUAÑO,BAJA CALIFORNIA SUR,23.33194444,-109.9472222
03024,LA MAQUINA,BAJA CALIFORNIA SUR,25.46666667,-111.1833333
03003,BOCA DEL SALADO,BAJA CALIFORNIA SUR,23.28861111,-109.4377778
03025,LA PALMA,BAJA CALIFORNIA SUR,27.56666667,-112.6
03019,GUADALUPE,BAJA CALIFORNIA SUR,26.92222222,-112.4083333
03005,CABO SAN LUCAS,BAJA CALIFORNIA SUR,22.88194444,-109.9125
03020,IRAKY,BAJA CALIFORNIA SUR,24.82861111,-111.2188889
03014,EL MOLINO,BAJA CALIFORNIA SUR,24.84027778,-111.7833333
03026,LA PAZ (OBS),BAJA CALIFORNIA SUR,24.11666667,-110.3166667
03011,EL CAJONCITO,BAJA CALIFORNIA SUR,24.14583333,-110.2055556
03015,EL ROSARIO,BAJA CALIFORNIA SUR,23.86111111,-110.6555556
03034,LAS LAGUNAS,BAJA CALIFORNIA SUR,27.6,-113.5666667
03040,EL CIRUELITO,BAJA CALIFORNIA SUR,23.87805556,-110.1130556
03002,BAHIA TORTUGAS,BAJA CALIFORNIA SUR,27.68888889,-114.8972222
03027,LA POZA GRANDE,BAJA CALIFORNIA SUR,25.76111111,-112.0375
03031,LA SOLEDAD NTE,BAJA CALIFORNIA SUR,24.8125,-110.9805556
03032,LAS BARRACAS,BAJA CALIFORNIA SUR,23.47222222,-109.4527778
03008,COMONDU,BAJA CALIFORNIA SUR,26.05833333,-111.825
03028,LA POZA HONDA,BAJA CALIFORNIA SUR,25.36805556,-111.5194444
03009,EL AGUAJITO,BAJA CALIFORNIA SUR,24.83888889,-111.1272222
03033,LAS CRUCES,BAJA CALIFORNIA SUR,25.39722222,-111.755
03013,EL PILAR,BAJA CALIFORNIA SUR,24.46972222,-111.0016667
03022,LA ANGOSTURA,BAJA CALIFORNIA SUR,25.05333333,-111.1222222
03036,LOS DIVISADEROS,BAJA CALIFORNIA SUR,23.89305556,-110.1430556
03046,PUERTO CORTES (OBS),BAJA CALIFORNIA SUR,24.47805556,-111.8222222
03044,SAN LUCAS,BAJA CALIFORNIA SUR,27.22138889,-112.2205556
03035,LORETO (DGE),BAJA CALIFORNIA SUR,26.01277778,-111.3433333
03029,LA PURISIMA,BAJA CALIFORNIA SUR,26.18194444,-112.0777778
03043,PUERTO ADOLFO LOPEZ MATEOS,BAJA CALIFORNIA SUR,25.19527778,-112.1111111
03041,PATROCINIO,BAJA CALIFORNIA SUR,26.82083333,-112.7972222
03037,SAN JUAN DE LOS PLANES,BAJA CALIFORNIA SUR,23.96805556,-109.9361111
03039,OJO DE AGUA,BAJA CALIFORNIA SUR,26.32416667,-111.9847222
03053,SAN JACINTO,BAJA CALIFORNIA SUR,23.2375,-110.0680556
03049,SAN ANTONIO SUR,BAJA CALIFORNIA SUR,23.80694444,-110.0583333
03055,SAN JOSE DE GRACIA,BAJA CALIFORNIA SUR,26.58888889,-112.7222222
03052,SAN IGNACIO,BAJA CALIFORNIA SUR,27.29861111,-112.875
03012,EL PASO DE IRITU,BAJA CALIFORNIA SUR,24.77972222,-111.15
03050,SAN BARTOLO,BAJA CALIFORNIA SUR,23.74166667,-109.8402778
03054,SAN JAVIER,BAJA CALIFORNIA SUR,25.86527778,-111.5444444
03063,SANTO DOMINGO,BAJA CALIFORNIA SUR,25.49027778,-111.9152778
03042,LAS POCITAS,BAJA CALIFORNIA SUR,24.39166667,-111.1083333
03067,YENEKA,BAJA CALIFORNIA SUR,23.27083333,-109.7791667
03048,BOCA DE LA SIERRA,BAJA CALIFORNIA SUR,23.38527778,-109.8169444
03064,SIERRA DE LA LAGUNA,BAJA CALIFORNIA SUR,23.54861111,-110.0958333
03045,PUERTO SAN CARLOS,BAJA CALIFORNIA SUR,24.79166667,-112.1111111
03070,VIZCAINO,BAJA CALIFORNIA SUR,27.57166667,-113.5711111
03069,VILLA INSURGENTES,BAJA CALIFORNIA SUR,25.26166667,-111.7744444
03065,TEPENTU,BAJA CALIFORNIA SUR,25.09166667,-111.3255556
03058,SAN PEDRO,BAJA CALIFORNIA SUR,23.925,-110.2638889
03047,PUNTA ABREOJOS,BAJA CALIFORNIA SUR,26.71555556,-113.5741667
03074,LA PAZ (DGE),BAJA CALIFORNIA SUR,24.13472222,-110.3361111
03068,VILLA CONSTITUCION,BAJA CALIFORNIA SUR,25.03222222,-111.6702778
03075,SAN PEDRO DE LA PRESA,BAJA CALIFORNIA SUR,24.84444444,-110.9736111
03076,TODOS SANTOS (SMN),BAJA CALIFORNIA SUR,23.40638889,-110.2016667
03056,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,23.06944444,-109.7069444
03018,EL TRIUNFO,BAJA CALIFORNIA SUR,23.80222222,-110.1091667
03061,SANTA ROSALIA (DGE),BAJA CALIFORNIA SUR,27.33888889,-112.2697222
03060,SANTA GERTRUDIS,BAJA CALIFORNIA SUR,23.53333333,-110.0744444
03077,EL CARRIZAL,BAJA CALIFORNIA SUR,23.75555556,-110.2705556
03062,SANTIAGO,BAJA CALIFORNIA SUR,23.48222222,-109.7183333
03038,MULEGE,BAJA CALIFORNIA SUR,26.88888889,-111.9844444
03095,E.T.A. 184 VILLA INSURGENTES,BAJA CALIFORNIA SUR,25.26388889,-111.7763889
03057,SAN JUANICO,BAJA CALIFORNIA SUR,26.25694444,-112.4827778
03072,EL COYOTE,BAJA CALIFORNIA SUR,26.77361111,-111.9097222
03066,TODOS SANTOS (DGE),BAJA CALIFORNIA SUR,23.44861111,-110.2233333
03093,SAN BRUNO,BAJA CALIFORNIA SUR,27.15416667,-112.1527778
03096,LAS CUEVAS,BAJA CALIFORNIA SUR,23.53888889,-109.6763889
03073,GUSTAVO DIAZ ORDAZ,BAJA CALIFORNIA SUR,27.64722222,-113.4430556
03094,SANTA ANITA,BAJA CALIFORNIA SUR,23.17833333,-109.7016667
03098,LOS DOLORES,BAJA CALIFORNIA SUR,26.52666667,-112.6533333
03030,LA RIBERA,BAJA CALIFORNIA SUR,23.59722222,-109.5861111
03101,VILLA MORELOS,BAJA CALIFORNIA SUR,24.93,-111.6283333
03102,EMILIANO ZAPATA,BAJA CALIFORNIA SUR,27.54861111,-113.3888889
03097,EL PESCADERO,BAJA CALIFORNIA SUR,23.36388889,-110.1652778
03100,SAN ZACARIAS,BAJA CALIFORNIA SUR,27.1375,-112.9055556
03107,SANTA AGUEDA,BAJA CALIFORNIA SUR,27.26,-112.3508333
03103,SAN JOSE DE MAGDALENA,BAJA CALIFORNIA SUR,27.06111111,-112.2388889
03114,ENSENADA DE MUERTOS,BAJA CALIFORNIA SUR,23.99694444,-109.8266667
03113,EL CONEJO,BAJA CALIFORNIA SUR,24.07361111,-110.9972222
03115,LOS LAURELES,BAJA CALIFORNIA SUR,27.6,-113.55
03105,SAN IGNACIO DE LOS ROMERO,BAJA CALIFORNIA SUR,25.5875,-111.6402778
03125,SAN AGUSTIN,BAJA CALIFORNIA SUR,24.15833333,-110.9236111
03104,LOS ROBLES,BAJA CALIFORNIA SUR,24.03611111,-110.125
03110,ALFREDO V. BONFIL,BAJA CALIFORNIA SUR,24.14861111,-110.5677778
03136,LOS FILOS,BAJA CALIFORNIA SUR,23.96666667,-110.4666667
03106,SAN JOSE DEL PACIFICO,BAJA CALIFORNIA SUR,27.5375,-114.4722222
03124,RAMADITAS,BAJA CALIFORNIA SUR,25.12222222,-111.9541667
03112,EL CARDON,BAJA CALIFORNIA SUR,26.79805556,-113.1511111
03123,PUNTA EUGENIA,BAJA CALIFORNIA SUR,27.84694444,-115.0813889
03126,SAN ANTONIO DE LA SIERRA,BAJA CALIFORNIA SUR,26.52083333,-112.5041667
03117,BAHIA ASUNCION,BAJA CALIFORNIA SUR,27.1425,-114.3
03109,LA POZA DE LEON,BAJA CALIFORNIA SUR,25.3625,-111.1722222
03133,SAN ANTONIO NORTE,BAJA CALIFORNIA SUR,26.14166667,-111.4555556
03116,LOS CERRITOS,BAJA CALIFORNIA SUR,25.18888889,-111.4111111
03120,COLONIA PLUTARCO ELIAS CALLES,BAJA CALIFORNIA SUR,23.22083333,-110.1444444
03128,SAN LUIS GONZAGA,BAJA CALIFORNIA SUR,24.9075,-111.2905556
03140,SAN JUAN DE LA COSTA,BAJA CALIFORNIA SUR,24.375,-110.6916667
03139,C.E.F. LA PAZ,BAJA CALIFORNIA SUR,23.38333333,-110.15
03130,SAN RAMON,BAJA CALIFORNIA SUR,25.27916667,-111.2852778
03122,GUILLERMO PRIETO,BAJA CALIFORNIA SUR,27.83888889,-113.3208333
03149,SAN ISIDRO,BAJA CALIFORNIA SUR,23.65,-110.2916667
03147,AGUAJITO,BAJA CALIFORNIA SUR,26.2,-112.15
03138,LIGUI,BAJA CALIFORNIA SUR,25.73472222,-111.2694444
03051,SAN FELIPE,BAJA CALIFORNIA SUR,23.10833333,-109.8541667
03151,PICHILINGUE,BAJA CALIFORNIA SUR,24.26944444,-110.3208333
03143,LAS PALMAS,BAJA CALIFORNIA SUR,23.68055556,-109.6972222
03135,LA CANDELARIA,BAJA CALIFORNIA SUR,23.075,-110.0258333
03137,LA SOLEDAD SUR,BAJA CALIFORNIA SUR,23.14333333,-110.0011111
03146,SANTA RITA,BAJA CALIFORNIA SUR,24.59027778,-111.4638889
03131,SANTA FE,BAJA CALIFORNIA SUR,24.30416667,-111.2125
03141,SAN LUCAS NORTE,BAJA CALIFORNIA SUR,25.61388889,-111.7461111
03119,BENITO JUAREZ,BAJA CALIFORNIA SUR,27.88472222,-113.7777778
03129,SAN NICOLAS,BAJA CALIFORNIA SUR,26.54333333,-111.5491667
03150,TIGUANA,BAJA CALIFORNIA SUR,25.20833333,-111.1263889
03155,SAN RAYMUNDO,BAJA CALIFORNIA SUR,26.38055556,-112.5986111
03162,LAS BARRANCAS,BAJA CALIFORNIA SUR,26.0025,-112.1977778
03144,MANGLE,BAJA CALIFORNIA SUR,23.34583333,-109.6458333
03132,CIUDAD CONSTITUCION (OBS),BAJA CALIFORNIA SUR,25.00972222,-111.6466667
03154,LEY FEDERAL DE AGUAS 5,BAJA CALIFORNIA SUR,25.09444444,-111.5083333
